SurveyPointId,Easting,Northing,AtBlckGlz,Balearic,CamBlckGlzA,CamBlckGlzB,CmedPuAm,EbBlckGlz,EbPuAm,EbPuCom,GrItAm,IbAm,IbCom,ItAm,ItCom,MasAm,PuAm,PuCom,SoItVesCaAm,Biclst,dbscan
16094b-34-102,530783.76,4388477.88,0.0,0.0,0.0,0.0,0.0,0.0,36.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094b-34-103,530786.05,4388484.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0,8
16094b-34-109,530906.89,4388410.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094b-34-110,530910.43,4388405.92,0.0,6.0,0.0,0.0,0.0,0.0,18.1,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16094b-34-113,530894.13,4388297.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.6,0.0,0.0,0.0,0.0,0.0,0,8
16094b-34-114,530887.57,4388308.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094b-34-301,530882.9,4388424.9,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094b-34-302,530883.79,4388438.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094b-34-305,530879.05,4388464.39,0.0,0.0,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094b-34-306,530878.14,4388476.38,0.0,0.0,0.0,0.0,0.0,0.0,12.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094b-34-307,530874.15,4388487.35,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.69999999999999,0.0,0,8
16094b-34-308,530876.79,4388493.02,0.0,4.91,0.0,0.0,0.0,0.0,57.22,0.0,0.0,0.0,0.0,107.03,0.0,0.0,0.0,0.0,0.0,1,8
16094b-35-102,530753.73,4388434.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.71000000000001,0.0,0.0,0.0,0.0,0.0,0,8
16094b-35-109,530890.59,4388389.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9,0.0,0.0,0.0,0.0,0.0,0,8
16094b-35-114,530840.11,4388310.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.85,0,8
16094b-35-302,530851.28,4388434.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0,8
16094b-35-304,530853.6,4388456.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.69,0,8
16094b-35-305,530852.79,4388464.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.02,0.0,0.0,0.0,0.0,55.36,0.0,0.0,0.0,0.0,3,8
16094b-35-306,530851.12,4388474.16,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0,8
16094b-35-308,530852.86,4388492.03,0.0,0.0,0.0,0.0,0.0,0.0,19.1,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.900000000000006,0,8
16094b-35-309,530852.13,4388502.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.37,0.0,0.0,0.0,0.0,0.0,0,8
16094b-36-101,530769.55,4388469.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0,8
16094b-36-303,530860.55,4388455.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,0.0,0.0,0.0,0.0,0.0,0,8
16094b-36-304,530859.22,4388466.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0,8
16094b-36-305,530859.79,4388473.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.74,0,8
16094b-37-101,530744.6,4388464.97,0.0,0.0,0.0,0.0,0.0,0.0,49.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.58,0,8
16094b-37-304,530923.53,4388455.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.4,0.0,0.0,0.0,0.0,0.0,0,8
16094b-37-314,530807.95,4388479.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,3,8
16094b-37-316,530810.8,4388494.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.1,0.0,0.0,0.0,0.0,0.0,0,8
16094b-42-301,530873.96,4388428.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,0,8
16094b-42-302,530872.47,4388436.62,0.0,0.0,0.0,0.0,0.0,0.0,38.64,0.0,0.0,0.0,0.0,50.09,0.0,0.0,0.0,0.0,25.11,0,8
16094b-42-303,530868.58,4388442.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.35,0.0,0.0,0.0,0.0,0.0,0,8
16094b-42-305,530870.47,4388464.14,0.0,0.0,0.0,0.0,0.0,0.0,32.05,51.66,0.0,0.0,0.0,92.65,0.0,0.0,0.0,0.0,31.21,0,8
16094b-42-307,530870.39,4388483.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,0,8
16094b-42-308,530867.86,4388494.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0,8
16094b-42-309,530866.98,4388500.86,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094b-43-107,530771.05,4388394.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.14,0.0,0.0,0.0,0.0,0.0,0,8
16094b-44-101,530762.27,4388464.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094b-44-104,530751.52,4388429.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0,8
16094b-44-107,530880.96,4388329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094b-44-108,530884.35,4388339.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.95,0,8
16094b-44-110,530849.03,4388290.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0,8
16094b-44-301,530902.35,4388432.08,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094b-44-303,530904.24,4388450.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.04,0,8
16094b-44-307,530900.04,4388493.11,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2,0,8
16094b-46-101,530751.47,4388462.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,50.2,0,8
16094b-46-102,530753.58,4388470.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0,8
16094b-46-108,530903.21,4388323.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,0,8
16094b-46-303,530921.06,4388450.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.98,0,8
16094b-46-310,530816.4,4388445.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.19,0,8
16094b-46-311,530818.43,4388453.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.82,0,8
16094b-46-320,530816.91,4388490.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,0,8
16094b-46-321,530819.63,4388498.01,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,28.7,0,8
16094b-46-324,530830.5,4388525.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094b-47-307,530826.52,4388425.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,0,8
16094b-47-313,530828.1,4388502.15,0.0,0.0,0.0,0.0,0.0,0.0,32.13,0.0,0.0,0.0,0.0,81.7,0.0,0.0,0.0,0.0,115.24,0,8
16094b-47-316,530850.62,4388514.11,0.0,0.0,0.0,0.0,0.0,0.0,153.86,30.8,0.0,0.0,0.0,35.6,0.0,0.0,0.0,0.0,27.7,0,8
16094b-48-101,530800.07,4388474.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,13.5,0,8
16094b-48-102,530801.15,4388482.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98,0,8
16094e-01-004,530997.5092,4388216.372,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094e-01-118,530955.9085,4388366.549,0.0,47.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16094e-01-129,531003.1521,4388287.843,0.0,0.0,0.0,0.0,0.0,0.0,108.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094e-06-101,531008.1013,4388475.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094e-06-112,530952.3736,4388405.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094e-07-002,531002.9328,4388267.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094e-08-106,530946.0891,4388438.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.9,0,8
16094e-08-110,530976.1566,4388372.966,0.0,0.0,0.0,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094e-13-012,531014.7681,4388255.952,0.0,0.0,0.0,0.0,0.0,0.0,120.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16094e-13-106,530952.2454,4388449.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16094f-34-204,531017.86,4387978.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
161000-14-009,530846.75,4388774.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,0,8
161000-14-016,530932.68,4388826.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3,9
161000-53-012,530941.53,4388801.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.58,0,9
161000-55-001,530972.39,4388765.98,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0,9
161000-55-002,530975.69,4388756.01,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9
161000-55-110,531005.23,4388897.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
161000-55-121,531052.92,4388839.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0,-1
161000-57-015,530875.05,4388819.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
161000-57-111,530973.16,4388917.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.79,0,-1
161000-61-005,530980.69,4388728.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,0,9
161000-61-006,530897.68,4388738.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0,8
161000-61-007,530903.3,4388729.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0,0.0,21.17,0.0,0.0,0.0,0.0,0.0,0,8
161000-61-008,530909.0,4388719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
161000-62-122,531072.54,4388761.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
161060-53-211,530700.66,4388745.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.6,0,8
161070-14-304,530685.08,4388845.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10
161070-14-306,530675.39,4388864.68,0.0,0.0,0.0,0.0,0.0,0.0,16.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10
161070-55-303,530657.92,4388814.22,0.0,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10
161070-58-301,530708.47,4388831.52,0.0,0.0,0.0,0.0,0.0,0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10
161080-68-103,530668.22,4388941.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0,-1
161100-13-001,530585.66,4389083.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.81,0,11
161100-13-002,530589.51,4389072.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.72,0.0,0.0,0.0,0.0,0.0,0,11
161100-13-004,530597.57,4389055.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.09,0,11
161100-13-005,530597.91,4389045.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,0,11
161100-13-009,530616.7,4389003.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0,11
161100-14-001,530557.9,4389090.74,0.0,0.0,0.0,0.0,0.0,0.0,10.69,0.0,0.0,0.0,0.0,102.73,0.0,0.0,0.0,0.0,4.56,0,11
161100-14-002,530561.02,4389081.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.0,0.0,0.0,19.0,0.0,0,11
161100-14-003,530557.29,4389071.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.7,0,11
161100-14-005,530565.1,4389049.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,0.0,0.0,0.0,0.0,0,11
161100-14-006,530569.44,4389037.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,3,11
161100-50-009,530610.19,4388985.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0,11
161100-51-004,530587.46,4389056.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,0.0,0.0,0.0,0.0,0.0,0,11
161100-51-005,530587.41,4389047.12,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11
161100-68-001,530570.17,4389089.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.6,0,11
161100-69-002,530593.44,4389084.0,0.0,0.0,0.0,0.0,0.0,0.0,63.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11
161100-69-003,530597.02,4389069.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5,0.0,0.0,0.0,0.0,0.0,0,11
161110-50-201,530613.49,4389085.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11
161110-50-202,530560.37,4389095.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1,0,11
161110-50-203,530561.98,4389106.9,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,443.5,0.0,0.0,0.0,4.3,42.2,0,11
161110-50-204,530558.19,4389114.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,0,11
161110-51-201,530593.43,4389088.32,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,181.6,0.0,0.0,0.0,0.0,0.0,0,11
161110-52-201,530584.25,4389088.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0,11
161110-59-301,530570.59,4389092.9,0.0,73.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,203.1,0.0,0.0,0.0,0.0,124.8,1,11
161110-59-303,530574.46,4389111.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,344.90000000000003,0.0,0.0,0.0,0.0,216.5,0,11
16127a-01-001,530396.6,4388613.9,0.0,14.5,0.0,0.0,0.0,0.0,116.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-01-002,530399.9,4388568.3,0.0,3.2,0.0,0.0,0.0,0.0,208.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-01-003,530403.2,4388548.4,0.0,0.0,0.0,0.0,0.0,0.0,79.8,0.0,0.0,0.0,0.0,20.8,0.0,0.0,27.6,0.0,0.0,0,12
16127a-01-005,530406.0,4388639.6,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0,12
16127a-01-007,530395.7,4388631.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0,12
16127a-01-009,530413.8,4388605.8,0.0,4.9,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-01-010,530405.7,4388590.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,0,12
16127a-01-016,530352.1,4388555.9,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
16127a-01-017,530346.3,4388556.2,0.0,0.0,0.0,0.0,0.0,0.0,117.6,0.0,0.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0,12
16127a-01-018,530331.9,4388566.0,0.0,11.5,0.0,0.0,0.0,0.0,216.90000000000003,19.8,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,30.4,1,12
16127a-01-020,530330.8,4388573.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0,12
16127a-01-021,530327.0,4388581.0,0.0,8.9,0.0,0.0,0.0,0.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-03-001,530414.0,4388595.3,0.0,0.0,0.0,0.0,0.0,0.0,25.200000000000003,0.0,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2,0,12
16127a-03-003,530397.9,4388627.5,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12
16127a-03-004,530395.1,4388637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0,12
16127a-03-005,530404.8,4388621.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12
16127a-03-006,530399.6,4388585.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.8,0,12
16127a-08-001,530384.4,4388609.0,0.0,17.099999999999998,0.0,0.0,0.0,0.0,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.400000000000006,1,12
16127a-08-002,530362.1,4388618.4,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
16127a-08-003,530338.4,4388603.5,0.0,48.24,0.0,0.0,0.0,0.0,44.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-08-005,530346.8,4388629.6,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
16127a-09-001,530405.7,4388592.8,0.0,0.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,0.0,0.0,143.2,0.0,0.0,0.0,0.0,0.0,0,12
16127a-09-002,530393.0,4388578.0,0.0,0.0,0.0,0.0,0.0,0.0,57.2,0.0,0.0,0.0,0.0,50.4,0.0,0.0,0.0,0.0,0.0,0,12
16127a-09-003,530390.4,4388568.4,0.0,5.2,0.0,0.0,0.0,0.0,46.2,0.0,0.0,0.0,0.0,117.7,0.0,0.0,0.0,0.0,0.0,1,12
16127a-09-004,530411.0,4388628.2,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,204.2,0.0,0.0,0.0,0.0,0.0,0,12
16127a-09-005,530414.5,4388621.1,0.0,5.6,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.9,1,12
16127a-10-001,530398.3,4388597.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
16127a-10-002,530380.9,4388607.2,0.0,0.0,0.0,0.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,12
16127a-10-003,530346.2,4388609.7,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12
16127a-10-012,530366.0,4388574.7,0.0,0.7,0.0,0.0,0.0,0.0,55.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,0,12
16127a-10-013,530362.9,4388571.7,0.0,0.0,0.0,0.0,0.0,0.0,77.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0,12
16127a-10-014,530354.7,4388588.2,0.0,47.3,0.0,1.9,0.0,0.0,103.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,1,12
16127a-11-001,530371.7,4388560.9,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
16127a-11-002,530352.8,4388548.6,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
16127a-11-003,530336.2,4388556.1,0.0,65.9,0.0,0.0,0.0,0.0,182.3,0.0,0.0,0.0,0.0,50.4,0.0,0.0,0.0,0.0,0.0,1,12
16127a-12-002,530369.5,4388625.9,0.0,43.2,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-12-003,530344.5,4388620.0,0.0,76.9,0.0,0.0,0.0,0.0,141.0,48.99999999999999,0.0,0.0,0.0,0.0,0.0,0.0,26.5,0.0,1.8,1,12
16127a-12-004,530313.5,4388614.2,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
