SurveyPointId,Easting,Northing,AtBlckGlz,Balearic,CamBlckGlzA,CamBlckGlzB,CmedPuAm,EbBlckGlz,EbPuAm,EbPuCom,GrItAm,IbAm,IbCom,ItAm,ItCom,MasAm,PuAm,PuCom,SoItVesCaAm,Biclst,dbscan
16127a-12-006,530334.5,4388632.7,0.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12
16127a-13-001,530388.7,4388594.4,0.0,0.0,0.0,0.0,0.0,6.8,84.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,12
16127a-13-002,530377.1,4388619.0,0.0,17.0,0.0,0.0,0.0,0.0,83.29999999999998,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-13-003,530371.7,4388620.9,0.0,11.1,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127a-13-004,530326.1,4388602.9,0.0,54.1,0.0,0.0,0.0,0.0,18.8,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,1,12
16127a-13-011,530372.3,4388579.1,0.0,11.5,0.0,0.0,0.0,0.0,63.580000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12
16127b-82-303,530374.66,4388673.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.5,0.0,0.0,0.0,0.0,0.0,0,12
16127b-84-302,530949.35,4385998.36,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,-1
16127b-84-303,530949.35,4385998.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,-1
161310-38-301,530714.47,4388475.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,0,8
161310-38-302,530722.03,4388485.03,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
161310-46-303,530734.22,4388485.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16135a-05-102,530874.18,4388693.56,0.0,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,0,8
16135a-05-113,530721.1,4388698.72,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135a-05-116,530747.55,4388713.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0,8
16135a-05-121,530714.39,4388724.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,90.8,0,8
16135a-05-122,530821.47,4388594.79,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.1,0.0,0.0,0.0,0.0,0.0,1,8
16135a-05-123,530837.0,4388573.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.6,0,8
16135a-05-124,530842.72,4388558.59,0.0,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135a-05-126,530851.89,4388540.2,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-13-002,530858.48,4388689.3,0.0,0.0,0.0,0.0,0.0,0.0,59.7,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0,8
16135a-13-003,530862.79,4388683.99,0.0,0.0,0.0,0.0,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-13-004,530866.54,4388672.03,0.0,0.0,0.0,0.0,0.0,0.0,70.69999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,0,8
16135a-13-007,530857.9,4388631.83,0.0,0.0,0.0,0.0,0.0,0.0,490.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-13-008,530851.88,4388623.98,0.0,21.0,0.0,0.0,0.0,0.0,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135a-13-009,530844.02,4388616.25,0.0,20.700000000000003,0.0,0.0,0.0,0.0,125.5,0.0,0.0,0.0,0.0,32.400000000000006,0.0,0.0,0.0,0.0,35.9,1,8
16135a-13-010,530837.55,4388611.58,0.0,3.9,0.0,0.0,0.0,0.0,188.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135a-23-143,530827.93,4388743.18,0.0,24.700000000000003,0.0,0.0,0.0,0.0,68.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,1,8
16135a-23-145,530833.16,4388608.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,0,8
16135a-23-147,530847.36,4388586.86,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-23-150,530859.59,4388564.01,0.0,0.0,0.0,0.0,0.0,0.0,67.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-23-153,530821.19,4388562.63,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.5,0,8
16135a-24-106,530847.03,4388660.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0,8
16135a-24-107,530850.89,4388651.68,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,0,8
16135a-24-108,530852.9,4388645.9,0.0,120.9,3.7,0.0,0.0,0.0,221.4,0.0,0.0,0.0,0.0,165.3,0.0,0.0,0.0,0.0,220.0,1,8
16135a-24-109,530855.11,4388637.61,0.0,93.60000000000004,0.0,0.0,0.0,0.0,68.69999999999999,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,16.2,1,8
16135a-24-110,530857.6,4388632.23,0.0,37.5,0.0,0.0,0.0,0.0,115.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135a-24-122,530752.49,4388686.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-24-125,530722.8,4388709.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0,8
16135a-24-130,530766.51,4388732.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-24-134,530845.37,4388565.06,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16135a-24-135,530849.44,4388557.8,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-24-137,530857.21,4388551.11,0.0,394.69999999999993,0.0,0.0,0.0,0.0,316.69999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135a-25-107,530840.67,4388642.59,0.0,0.0,0.0,0.0,0.0,0.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-25-108,530842.82,4388640.05,0.0,0.0,0.0,0.0,0.0,0.0,50.7,0.0,0.0,0.0,0.0,222.8,0.0,0.0,0.0,0.0,49.6,0,8
16135a-25-109,530847.49,4388631.85,0.0,0.0,0.0,0.0,0.0,0.0,261.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.7,0,8
16135a-25-110,530847.84,4388630.19,0.0,0.0,0.0,0.0,0.0,0.0,102.6,0.0,0.0,0.0,0.0,409.5,0.0,0.0,0.0,0.0,0.0,0,8
16135a-25-118,530748.85,4388666.53,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-25-125,530796.55,4388712.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0,8
16135a-25-128,530723.76,4388719.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0,8
16135a-25-130,530743.96,4388731.33,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-25-132,530768.98,4388740.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16135a-25-133,530838.04,4388569.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0,8
16135a-25-134,530838.67,4388563.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.9,0,8
16135a-25-136,530843.28,4388546.93,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0,8
16135a-25-137,530846.49,4388538.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.6,0,8
16135a-25-138,530842.45,4388541.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0,8
16135a-25-140,530833.96,4388560.1,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1,8
16135a-25-141,530832.14,4388565.98,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,282.3,0.0,0.0,0.0,89.8,21.8,0,8
16135a-25-142,530826.92,4388561.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0,8
16135a-25-143,530829.7,4388554.54,0.0,0.0,0.0,0.0,0.0,0.0,85.8,0.0,0.0,0.0,0.0,96.3,0.0,0.0,0.0,0.0,229.1,0,8
16135a-26-108,530837.0,4388637.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,0,8
16135a-26-109,530837.38,4388634.14,0.0,13.1,0.0,0.0,0.0,0.0,49.8,0.0,0.0,0.0,0.0,191.2,0.0,0.0,0.0,0.0,354.4,1,8
16135a-26-110,530840.96,4388624.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,0.0,0,8
16135a-26-111,530840.88,4388622.28,0.0,0.0,0.0,0.0,0.0,0.0,59.3,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,72.9,0,8
16135a-26-113,530873.25,4388632.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0,8
16135a-26-114,530867.59,4388627.82,0.0,34.7,0.0,0.0,0.0,0.0,208.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,1,8
16135a-26-115,530862.23,4388622.06,0.0,70.9,0.0,0.0,0.0,0.0,392.2000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,1,8
16135a-26-116,530857.66,4388617.23,0.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.0,0.0,1,8
16135a-26-117,530852.32,4388612.31,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.4,0,8
16135a-26-118,530848.33,4388607.41,0.0,42.2,0.0,0.0,0.0,0.0,87.69999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,1,8
16135a-26-119,530842.44,4388607.07,0.0,3.6,0.0,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135a-26-120,530831.87,4388609.86,0.0,0.0,0.0,0.0,0.0,0.0,40.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.3,0,8
16135a-27-101,530806.69,4388642.79,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135a-27-106,530846.16,4388663.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.9,0.0,0.0,0.0,0.0,0.0,0,8
16135a-27-107,530851.5,4388658.62,0.0,0.0,0.0,0.0,0.0,0.0,58.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135a-27-108,530854.36,4388652.08,0.0,12.9,0.0,0.0,0.0,0.0,260.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135a-27-109,530855.92,4388647.87,0.0,61.1,0.0,0.0,0.0,0.0,79.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,1,8
16135a-27-124,530740.85,4388674.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0,8
16135a-27-129,530766.94,4388691.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,0.0,0.0,0.0,0.0,0.0,0,8
16135a-27-131,530774.11,4388701.26,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16135a-27-134,530794.66,4388712.88,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135a-27-137,530808.16,4388726.92,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0,8
16135a-27-146,530846.92,4388538.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0,8
16135a-27-147,530854.15,4388533.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.6,0.0,0.0,0.0,0.0,0.0,0,8
16135a-27-148,530856.29,4388533.78,0.0,0.0,0.0,0.0,0.0,0.0,35.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.3,0,8
16135a-27-149,530862.4,4388529.47,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0,0.0,0.0,0.0,91.4,0.0,0.0,0.0,0.0,0.0,0,8
16135a-27-150,530861.76,4388517.26,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,134.2,0.0,0.0,0.0,0.0,0.0,0,8
16135a-28-102,530840.38,4388694.18,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135a-29-102,530799.64,4388672.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.6,0,8
16135a-29-104,530810.35,4388650.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0,8
16135a-30-102,530848.25,4388704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,8
16135b-14-040,530903.37,4388712.32,0.0,0.0,0.0,0.0,0.0,0.0,32.2,0.0,0.0,0.0,0.0,77.4,0.0,0.0,0.0,0.0,26.5,0,8
16135b-29-110,530894.49,4388715.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4,0,8
16135c-01-018,530841.986325623,4388582.87348547,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-019,530849.396194765,4388578.67015998,0.0,2.6,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,1,8
16135c-01-020,530853.94643288,4388573.80501336,0.0,0.0,0.0,0.0,0.0,0.0,47.400000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135c-01-021,530856.203710325,4388568.65100208,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,0,8
16135c-01-022,530862.665812535,4388564.07209168,0.0,52.44999999999999,0.0,0.0,0.0,0.0,143.1,0.0,0.0,0.0,0.0,20.9,0.0,0.0,0.0,12.1,0.0,1,8
16135c-01-023,530869.16705359,4388555.10164231,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,1,8
16135c-01-024,530875.731902965,4388550.00263187,0.0,0.0,0.0,0.0,0.0,0.0,63.8,0.0,0.0,0.0,0.0,97.9,0.0,0.0,0.0,0.0,0.0,0,8
16135c-01-026,530892.209401289,4388540.70038597,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1,8
16135c-01-027,530893.323409227,4388533.70942887,0.0,9.0,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.4,1,8
16135c-01-030,530912.876284767,4388532.26291304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0,8
16135c-01-034,530904.545115201,4388543.81971957,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-035,530895.763749888,4388549.26386109,0.0,30.700000000000003,0.0,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,50.7,0.0,0.0,0.0,0.0,48.4,1,8
16135c-01-036,530888.175394283,4388554.93587645,0.0,101.1,1.7,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-037,530882.273723314,4388557.84334874,0.0,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-038,530878.237592145,4388556.43097247,0.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-039,530867.29401495,4388564.87197151,0.0,164.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,0.0,0.0,0.0,0.0,0.0,1,8
16135c-01-042,530850.493645449,4388579.38153278,0.0,17.5,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135c-01-043,530848.246803007,4388585.53112861,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-044,530844.115083057,4388591.85963477,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135c-01-049,530937.628976403,4388537.9437347,0.0,57.1,0.0,0.0,0.0,0.0,37.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135c-01-051,530944.623678375,4388538.65105711,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-052,530949.524219972,4388541.47978758,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-053,530963.219771186,4388542.63246327,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-055,530966.871513974,4388562.72222197,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-058,530942.603542492,4388558.16864619,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135c-01-059,530938.073937708,4388552.49462798,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-060,530931.722330974,4388552.8320483,0.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-061,530925.141430179,4388545.78245974,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-01-062,530870.608973027,4388550.61472162,0.0,78.4,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1,8
16135c-13-001,530905.33,4388580.22,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-13-002,530910.77,4388561.84,0.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-13-003,530920.44,4388563.73,0.0,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-13-005,530924.29,4388610.06,0.0,8.2,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135c-13-008,530970.0,4388601.22,0.0,49.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-13-012,531015.49,4388609.75,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-13-017,530984.76,4388579.08,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-13-019,530983.37,4388560.17,0.0,9.6,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,1,8
16135c-13-020,530975.48,4388563.94,0.0,33.7,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135c-13-022,530953.76,4388554.3,0.0,16.2,0.0,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135c-13-023,530945.31,4388550.27,0.0,167.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-13-024,530935.93,4388543.49,0.0,83.39999999999999,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,0.0,40.1,0.0,0.0,0.0,0.0,0.0,1,8
16135c-13-201,531043.27,4388562.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0,8
16135c-14-405,531062.29,4388599.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.1,0,8
16135c-14-408,530898.82,4388605.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16135c-14-409,530899.57,4388566.91,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8
16135c-14-410,530915.87,4388546.89,0.0,0.0,0.0,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
16135c-14-411,530944.45,4388565.87,0.0,110.8,0.0,0.0,0.0,0.0,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8
16135c-14-412,530951.34,4388581.33,0.0,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-14-413,530921.33,4388597.19,0.0,97.59999999999998,0.0,0.0,0.0,0.0,44.2,0.0,0.0,0.0,0.0,225.6,0.0,0.0,0.0,0.0,58.7,1,8
16135c-14-414,530931.93,4388585.58,0.0,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-14-415,530941.63,4388584.84,0.0,8.5,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1,8
16135c-14-416,530942.03,4388590.84,0.0,322.4,0.0,0.0,0.0,0.0,23.5,0.0,0.0,0.0,0.0,31.7,0.0,0.0,0.0,0.0,0.0,1,8
16135c-14-417,530948.24,4388584.87,0.0,74.19999999999999,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-14-418,530961.28,4388583.14,0.0,27.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.6,1,8
16135c-14-419,530966.35,4388583.61,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
16135c-14-420,530967.82,4388580.06,0.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8
