SurveyPointId,Easting,Northing,Amphora,Coarseware,Commonware,Fineware
16135c-01-023,530869.16705359,4388555.10164231,1.0,1.0,0.0,0.0
16135c-01-024,530875.731902965,4388550.00263187,1.0,0.0,0.0,0.0
16135c-01-026,530892.209401289,4388540.70038597,1.0,1.0,0.0,0.0
16135c-01-027,530893.323409227,4388533.70942887,1.0,1.0,0.0,0.0
16135c-01-030,530912.876284767,4388532.26291304,1.0,0.0,0.0,0.0
16135c-01-034,530904.545115201,4388543.81971957,0.0,1.0,0.0,0.0
16135c-01-035,530895.763749888,4388549.26386109,1.0,1.0,0.0,0.0
16135c-01-036,530888.175394283,4388554.93587645,0.0,1.0,0.0,1.0
16135c-01-037,530882.273723314,4388557.84334874,0.0,1.0,0.0,0.0
16135c-01-038,530878.237592145,4388556.43097247,0.0,1.0,0.0,0.0
16135c-01-039,530867.29401495,4388564.87197151,1.0,1.0,0.0,0.0
16135c-01-042,530850.493645449,4388579.38153278,1.0,1.0,0.0,0.0
16135c-01-043,530848.246803007,4388585.53112861,0.0,1.0,0.0,0.0
16135c-01-044,530844.115083057,4388591.85963477,1.0,0.0,0.0,0.0
16135c-01-049,530937.628976403,4388537.9437347,1.0,1.0,0.0,0.0
16135c-01-051,530944.623678375,4388538.65105711,0.0,1.0,0.0,0.0
16135c-01-052,530949.524219972,4388541.47978758,0.0,1.0,0.0,0.0
16135c-01-053,530963.219771186,4388542.63246327,0.0,1.0,0.0,0.0
16135c-01-055,530966.871513974,4388562.72222197,0.0,1.0,0.0,0.0
16135c-01-058,530942.603542492,4388558.16864619,1.0,0.0,0.0,0.0
16135c-01-059,530938.073937708,4388552.49462798,0.0,1.0,0.0,0.0
16135c-01-060,530931.722330974,4388552.8320483,0.0,1.0,0.0,0.0
16135c-01-061,530925.141430179,4388545.78245974,0.0,1.0,0.0,0.0
16135c-01-062,530870.608973027,4388550.61472162,1.0,1.0,0.0,0.0
16135c-13-001,530905.33,4388580.22,0.0,1.0,0.0,0.0
16135c-13-002,530910.77,4388561.84,0.0,1.0,0.0,0.0
16135c-13-003,530920.44,4388563.73,0.0,1.0,0.0,0.0
16135c-13-005,530924.29,4388610.06,1.0,1.0,0.0,0.0
16135c-13-008,530970.0,4388601.22,0.0,1.0,0.0,0.0
16135c-13-012,531015.49,4388609.75,0.0,1.0,0.0,0.0
16135c-13-017,530984.76,4388579.08,0.0,1.0,0.0,0.0
16135c-13-019,530983.37,4388560.17,1.0,1.0,0.0,0.0
16135c-13-020,530975.48,4388563.94,1.0,1.0,0.0,0.0
16135c-13-022,530953.76,4388554.3,1.0,1.0,0.0,0.0
16135c-13-023,530945.31,4388550.27,0.0,1.0,0.0,0.0
16135c-13-024,530935.93,4388543.49,1.0,1.0,0.0,0.0
16135c-13-201,531043.27,4388562.46,1.0,0.0,0.0,0.0
16135c-14-405,531062.29,4388599.2,1.0,0.0,0.0,0.0
16135c-14-408,530898.82,4388605.76,0.0,0.0,1.0,0.0
16135c-14-409,530899.57,4388566.91,0.0,0.0,0.0,1.0
16135c-14-410,530915.87,4388546.89,1.0,0.0,0.0,0.0
16135c-14-411,530944.45,4388565.87,1.0,1.0,0.0,0.0
16135c-14-412,530951.34,4388581.33,0.0,1.0,0.0,0.0
16135c-14-413,530921.33,4388597.19,1.0,1.0,0.0,0.0
16135c-14-414,530931.93,4388585.58,0.0,1.0,0.0,0.0
16135c-14-415,530941.63,4388584.84,1.0,1.0,0.0,0.0
16135c-14-416,530942.03,4388590.84,1.0,1.0,0.0,0.0
16135c-14-417,530948.24,4388584.87,0.0,1.0,0.0,1.0
16135c-14-418,530961.28,4388583.14,1.0,1.0,0.0,0.0
16135c-14-419,530966.35,4388583.61,0.0,1.0,0.0,0.0
16135c-14-420,530967.82,4388580.06,0.0,1.0,0.0,0.0
16135c-14-421,530941.88,4388565.97,0.0,1.0,0.0,0.0
16135c-14-422,530939.37,4388571.74,1.0,1.0,0.0,0.0
16135c-14-423,530934.48,4388570.61,1.0,1.0,0.0,0.0
16135c-14-424,530926.82,4388576.12,1.0,1.0,0.0,0.0
16135c-14-425,530959.86,4388532.31,1.0,1.0,0.0,0.0
16135c-14-426,530947.24,4388533.26,1.0,1.0,0.0,0.0
16135c-14-427,530940.4,4388527.23,1.0,1.0,0.0,0.0
16135c-14-429,530922.41,4388520.5,1.0,0.0,0.0,0.0
16135c-16-101,530905.05,4388570.58,0.0,1.0,0.0,0.0
16135c-16-102,530927.73,4388561.32,1.0,1.0,0.0,0.0
16135c-16-103,530948.29,4388568.8,0.0,1.0,0.0,0.0
16135c-16-105,530906.55,4388588.15,1.0,1.0,0.0,0.0
16135c-16-106,530918.07,4388586.28,1.0,1.0,0.0,1.0
16135c-16-107,530914.93,4388577.26,0.0,1.0,0.0,0.0
16135c-16-108,530908.87,4388578.2,0.0,1.0,0.0,1.0
16135c-16-109,530915.18,4388589.86,1.0,1.0,0.0,1.0
16135c-16-110,530906.46,4388590.56,0.0,1.0,0.0,0.0
16135c-16-111,530935.87,4388563.87,1.0,1.0,0.0,0.0
16135c-16-112,530957.55,4388522.07,1.0,1.0,0.0,0.0
16135c-16-113,530949.29,4388522.08,1.0,1.0,0.0,0.0
16135c-16-114,530942.41,4388515.03,0.0,1.0,0.0,0.0
16135c-16-115,530933.17,4388514.04,1.0,0.0,0.0,0.0
16135c-17-101,530847.78,4388602.33,1.0,1.0,0.0,0.0
16135c-17-102,530852.87,4388595.47,1.0,1.0,0.0,0.0
16135c-17-103,530856.42,4388586.94,1.0,0.0,0.0,0.0
16135c-17-104,530861.24,4388582.85,1.0,1.0,0.0,0.0
16135c-17-105,530868.48,4388575.89,1.0,1.0,0.0,0.0
16135c-17-106,530872.03,4388567.36,1.0,1.0,0.0,0.0
16135c-17-107,530881.14,4388562.51,1.0,1.0,0.0,0.0
16135c-17-108,530888.72,4388555.44,1.0,1.0,0.0,0.0
16135c-17-109,530898.94,4388552.93,0.0,1.0,0.0,0.0
16135c-17-110,530904.02,4388549.17,1.0,1.0,0.0,0.0
16135c-28-409,531032.19,4388583.99,0.0,1.0,0.0,0.0
16135c-29-411,531025.45,4388591.61,0.0,1.0,0.0,0.0
16135c-32-102,530863.51,4388616.65,0.0,1.0,0.0,0.0
16135c-32-103,530861.58,4388615.14,1.0,1.0,0.0,0.0
16135c-32-104,530861.45,4388610.49,1.0,1.0,0.0,0.0
16135c-32-105,530862.32,4388609.43,1.0,1.0,0.0,0.0
16135c-32-106,530858.16,4388604.26,0.0,1.0,0.0,0.0
16135c-32-107,530859.15,4388600.67,1.0,0.0,0.0,0.0
16135c-32-108,530862.06,4388601.41,1.0,0.0,0.0,0.0
16135c-32-109,530861.48,4388595.3,1.0,1.0,0.0,0.0
16135c-32-112,530865.28,4388596.49,1.0,1.0,0.0,0.0
16135c-32-113,530862.38,4388602.68,1.0,1.0,0.0,0.0
16135c-32-114,530862.68,4388605.92,0.0,1.0,0.0,0.0
16135c-32-117,530873.7,4388604.03,1.0,1.0,0.0,0.0
16135c-32-118,530871.93,4388598.64,0.0,1.0,0.0,0.0
16135c-32-119,530871.73,4388594.95,1.0,1.0,0.0,0.0
16135c-32-120,530874.1,4388588.97,1.0,1.0,0.0,0.0
16135c-32-121,530874.46,4388580.43,1.0,0.0,0.0,0.0
16135c-32-122,530878.86,4388574.12,1.0,1.0,0.0,0.0
16135c-32-123,530883.62,4388569.52,1.0,0.0,0.0,0.0
16135c-32-124,530890.76,4388567.52,1.0,1.0,0.0,0.0
16135c-32-125,530896.84,4388564.92,1.0,1.0,0.0,0.0
16135d-13-107,530965.18,4388490.72,1.0,0.0,0.0,0.0
16135d-14-301,531077.21,4388517.24,1.0,0.0,0.0,1.0
16135d-14-302,531072.54,4388525.32,1.0,1.0,0.0,0.0
16135d-14-303,531072.17,4388532.87,1.0,0.0,0.0,0.0
16135d-14-306,531050.39,4388550.54,1.0,1.0,0.0,0.0
16135d-14-312,530943.18,4388496.84,0.0,0.0,1.0,0.0
16135d-14-313,530941.52,4388504.49,1.0,1.0,0.0,1.0
16135d-26-203,531076.33,4388531.03,1.0,0.0,0.0,0.0
16135d-26-212,530982.19,4388484.6,0.0,1.0,0.0,0.0
16135d-28-316,530966.79,4388483.36,1.0,1.0,0.0,0.0
16135d-28-317,530963.94,4388486.25,1.0,0.0,1.0,0.0
16135d-28-318,530960.28,4388493.66,1.0,1.0,0.0,0.0
16135d-28-319,530909.6,4388503.31,1.0,1.0,0.0,0.0
16135d-29-227,531100.26,4388530.48,1.0,0.0,0.0,0.0
16135d-29-304,531060.33,4388517.1,1.0,0.0,0.0,0.0
16135d-29-305,531054.21,4388520.23,1.0,0.0,0.0,0.0
16135d-29-306,531051.26,4388525.55,1.0,1.0,1.0,0.0
16135d-29-312,531002.94,4388496.85,1.0,0.0,0.0,0.0
16135d-30-311,531029.72,4388483.1,1.0,0.0,0.0,0.0
161360-01-005,531058.95890014,4388488.35516691,1.0,0.0,0.0,0.0
161360-01-008,531083.281406435,4388502.61169224,1.0,0.0,0.0,0.0
161360-01-020,531111.758710326,4388479.963476,0.0,1.0,0.0,0.0
161360-01-022,531097.039411401,4388470.4891412,1.0,0.0,0.0,0.0
161360-01-023,531086.305859199,4388464.2128735,1.0,0.0,0.0,0.0
161360-01-029,531040.655753962,4388440.17690265,1.0,0.0,0.0,0.0
161360-01-030,531032.457660902,4388434.68348859,1.0,0.0,0.0,0.0
161360-01-032,531014.753958362,4388425.13281984,1.0,0.0,0.0,0.0
161360-01-033,531005.344388237,4388418.63891516,1.0,0.0,0.0,0.0
161360-01-042,531056.652616092,4388471.7401991,1.0,0.0,0.0,0.0
161360-01-043,531065.326600963,4388475.12471411,1.0,0.0,0.0,0.0
161360-01-052,531042.742885783,4388375.5406253,1.0,0.0,0.0,0.0
161360-01-053,531054.225584168,4388381.57790056,1.0,0.0,0.0,0.0
161360-01-054,531062.746455961,4388387.29693156,1.0,0.0,0.0,0.0
161360-01-055,531070.565469873,4388392.26731845,1.0,0.0,0.0,0.0
161360-01-056,531081.773755176,4388396.78746513,1.0,0.0,0.0,0.0
161360-01-057,531089.394225007,4388404.62271942,1.0,0.0,0.0,0.0
161360-01-058,531097.275363966,4388408.47797897,1.0,0.0,0.0,0.0
161360-01-060,531112.28166906,4388419.9156971,1.0,0.0,0.0,0.0
161360-01-062,531130.239021882,4388430.75161721,0.0,0.0,1.0,0.0
161360-01-063,531138.073672587,4388435.39805891,1.0,1.0,0.0,0.0
161360-01-064,531146.640668487,4388436.8089081,1.0,1.0,0.0,0.0
161360-01-067,531154.119187088,4388419.2479192,1.0,0.0,0.0,0.0
161360-01-069,531137.69575787,4388411.46025875,1.0,0.0,0.0,0.0
161360-01-070,531129.311223689,4388407.63067018,1.0,0.0,0.0,0.0
161360-01-071,531121.848998137,4388401.56290641,1.0,0.0,0.0,0.0
161360-01-072,531112.852290262,4388396.15042792,1.0,0.0,0.0,0.0
161360-01-073,531107.114326473,4388392.31268375,1.0,0.0,0.0,0.0
161360-01-076,531075.091927702,4388373.74542456,1.0,0.0,0.0,0.0
161360-01-077,531075.091926661,4388373.74585991,1.0,0.0,0.0,0.0
161360-01-079,531052.758688082,4388360.10182062,1.0,0.0,0.0,0.0
161360-01-080,531045.508370781,4388356.76079301,1.0,0.0,0.0,0.0
161360-01-083,531020.651332411,4388341.15265834,1.0,0.0,0.0,0.0
161360-14-104,531050.72,4388468.97,1.0,0.0,0.0,0.0
161360-14-106,531071.27,4388479.26,1.0,0.0,0.0,0.0
161360-14-108,531086.92,4388492.31,1.0,0.0,0.0,0.0
161360-14-109,531097.8,4388497.24,0.0,1.0,0.0,0.0
161360-14-117,531133.1,4388486.95,1.0,0.0,0.0,0.0
161360-14-120,531111.29,4388469.54,1.0,0.0,0.0,0.0
161360-14-122,531092.79,4388461.59,1.0,0.0,0.0,0.0
161360-14-123,531085.95,4388455.79,1.0,0.0,0.0,0.0
161360-14-129,531035.36,4388426.62,1.0,0.0,0.0,0.0
161360-14-130,531025.43,4388420.14,1.0,1.0,0.0,0.0
161360-14-131,531015.51,4388413.67,1.0,0.0,0.0,0.0
161360-14-133,531000.87,4388404.62,1.0,0.0,1.0,0.0
161360-14-146,531028.78,4388355.12,0.0,1.0,0.0,0.0
161360-14-149,531059.86,4388372.67,1.0,0.0,0.0,0.0
161360-14-150,531066.1,4388378.8,1.0,0.0,0.0,0.0
161360-14-151,531073.19,4388385.49,1.0,0.0,0.0,0.0
161360-14-154,531102.13,4388402.03,1.0,0.0,0.0,0.0
161360-14-155,531108.55,4388406.16,1.0,0.0,0.0,0.0
161360-14-156,531116.0,4388409.08,1.0,0.0,0.0,0.0
161360-14-159,531142.62,4388425.83,1.0,0.0,0.0,0.0
161360-14-160,531151.96,4388427.09,1.0,1.0,0.0,0.0
161360-14-161,531161.28,4388434.56,1.0,0.0,0.0,0.0
161360-14-164,531118.81,4388392.55,1.0,0.0,0.0,0.0
161360-14-165,531113.59,4388389.53,1.0,0.0,0.0,0.0
161360-14-166,531105.03,4388384.28,1.0,0.0,0.0,0.0
161360-14-168,531085.69,4388372.0,1.0,0.0,0.0,0.0
161360-14-169,531077.39,4388366.19,1.0,0.0,0.0,0.0
161360-14-170,531061.26,4388364.91,1.0,0.0,0.0,0.0
161360-14-171,531054.7,4388354.45,1.0,0.0,0.0,0.0
161360-14-172,531048.36,4388351.87,1.0,0.0,0.0,0.0
161360-24-002,531026.22,4388452.54,1.0,0.0,0.0,0.0
161360-24-007,531069.02,4388467.89,1.0,0.0,0.0,0.0
161360-24-031,531049.94,4388420.52,1.0,0.0,0.0,0.0
161360-24-032,531041.09,4388415.4,1.0,0.0,0.0,0.0
161360-24-033,531034.58,4388411.84,1.0,0.0,0.0,0.0
161360-24-034,531026.31,4388404.96,1.0,0.0,0.0,0.0
161360-24-036,531010.69,4388396.28,1.0,0.0,0.0,0.0
161360-24-037,531001.36,4388391.3,1.0,0.0,0.0,0.0
161360-24-042,531012.19,4388364.31,1.0,0.0,0.0,0.0
161360-24-044,531029.58,4388376.46,1.0,0.0,0.0,0.0
161360-24-045,531037.68,4388383.21,1.0,0.0,0.0,0.0
161360-24-046,531044.81,4388388.16,1.0,0.0,0.0,0.0
161360-24-047,531054.44,4388392.97,1.0,0.0,0.0,0.0
161360-24-051,531087.02,4388412.19,1.0,0.0,0.0,0.0
161360-24-053,531101.42,4388422.84,1.0,0.0,0.0,0.0
161360-24-056,531126.4,4388435.53,0.0,0.0,0.0,1.0
161360-24-057,531135.08,4388440.17,1.0,0.0,0.0,0.0
161360-24-064,531099.66,4388367.63,1.0,0.0,0.0,0.0
161360-24-065,531093.85,4388363.22,1.0,0.0,0.0,0.0
161360-24-066,531084.32,4388360.11,1.0,0.0,0.0,0.0
161360-25-002,531035.64,4388484.0,0.0,1.0,0.0,0.0
161360-25-006,531070.22,4388505.67,1.0,0.0,0.0,0.0
161360-25-009,531100.51,4388526.21,1.0,0.0,0.0,0.0
161360-25-018,531117.89,4388451.04,1.0,0.0,0.0,0.0
161360-25-022,531078.6,4388426.46,1.0,0.0,0.0,0.0
161360-25-026,531046.6,4388404.8,1.0,0.0,0.0,0.0
161360-25-027,531039.07,4388399.33,1.0,0.0,0.0,0.0
161360-25-028,531031.2,4388395.53,1.0,0.0,0.0,0.0
161360-25-030,531013.55,4388387.8,1.0,0.0,0.0,0.0
161360-25-031,531007.14,4388381.67,1.0,0.0,0.0,0.0
161360-25-038,531019.85,4388380.17,1.0,0.0,0.0,0.0
161360-25-040,531032.24,4388390.54,1.0,0.0,0.0,0.0
161360-25-041,531043.8,4388397.35,1.0,1.0,0.0,0.0
161360-25-043,531059.29,4388408.07,1.0,0.0,0.0,1.0
161360-25-050,531116.14,4388438.38,1.0,0.0,0.0,0.0
161360-25-052,531134.73,4388446.0,1.0,0.0,0.0,0.0
161360-25-060,531027.22,4388339.13,1.0,0.0,0.0,0.0
16137a-01-005,530316.5139,4389262.397,1.0,0.0,0.0,0.0
16137a-11-064,530542.9481,4389069.386,1.0,0.0,0.0,0.0
16137c-01-043,530621.5227,4388911.142,1.0,0.0,0.0,0.0
16137c-01-053,530583.7321,4388827.808,0.0,1.0,0.0,0.0
16137c-01-130,530512.7995,4388917.642,0.0,0.0,1.0,0.0
16137c-01-147,530556.826,4388873.889,0.0,0.0,1.0,0.0
16137c-01-177,530608.5476,4388748.712,1.0,0.0,0.0,0.0
16137c-02-050,530565.0418,4388767.917,0.0,0.0,1.0,0.0
16137c-04-040,530571.0015,4388842.753,1.0,0.0,0.0,0.0
16137c-08-004,530373.7042,4389030.771,0.0,1.0,0.0,0.0
16137c-08-019,530541.681,4389035.305,1.0,0.0,0.0,0.0
16137c-08-031,530570.4279,4388876.743,1.0,0.0,0.0,0.0
16137c-08-037,530605.0843,4388818.543,1.0,0.0,0.0,0.0
16137c-08-039,530587.6445,4388805.999,1.0,0.0,0.0,0.0
16137c-10-020,530546.8013,4389000.794,1.0,0.0,0.0,0.0
16137c-10-021,530556.4367,4389001.018,1.0,0.0,0.0,0.0
16137c-10-040,530586.0162,4388795.908,1.0,1.0,0.0,0.0
16137c-13-033,530596.6598,4388823.003,1.0,0.0,0.0,0.0
16137c-13-140,530623.9596,4388723.219,1.0,0.0,0.0,0.0
16138e-14-078,529449.19,4390186.84,1.0,0.0,0.0,0.0
16138e-22-058,529553.06,4390272.67,1.0,0.0,0.0,0.0
16138j-24-133,529884.52,4389478.08,1.0,0.0,0.0,0.0
16138j-24-145,529848.99,4389534.73,1.0,0.0,0.0,0.0
16138k-26-038,529847.91,4390005.33,1.0,0.0,0.0,0.0
16138k-28-031,529801.5,4390098.33,1.0,0.0,0.0,0.0
170090-52-111,531012.32,4389310.75,0.0,0.0,1.0,0.0
170920-50-502,531898.38,4387999.56,1.0,0.0,0.0,0.0
170930-60-406,531999.09,4388136.12,1.0,0.0,0.0,0.0
17103d-39-101,531766.77,4388189.65,0.0,0.0,1.0,0.0
17252b-34-015,531463.4,4388791.06,0.0,0.0,1.0,0.0
17252b-34-310,531410.12,4388557.21,0.0,0.0,1.0,0.0
17252b-38-303,531505.04,4388411.9,0.0,0.0,1.0,0.0
18018a-14-301,532174.92,4387291.03,1.0,0.0,0.0,0.0
18018a-14-303,532187.11,4387288.97,1.0,0.0,0.0,0.0
18018a-14-305,532205.44,4387276.84,0.0,0.0,1.0,0.0
18018a-66-305,532222.99,4387286.01,0.0,0.0,1.0,0.0
180190-55-208,532098.09,4387295.15,1.0,0.0,0.0,0.0
180190-56-104,532094.04,4387341.08,1.0,0.0,0.0,0.0
180190-63-102,532147.56,4387286.25,1.0,0.0,0.0,0.0
180190-64-206,532103.17,4387312.37,1.0,0.0,1.0,0.0
180190-65-101,532111.67,4387374.0,1.0,0.0,0.0,0.0
18029a-51-303,532388.68,4387107.35,1.0,0.0,0.0,0.0
18029c-67-405,532433.24,4387081.68,1.0,0.0,0.0,0.0
180310-54-201,532447.65,4387185.85,1.0,0.0,0.0,0.0
180310-54-203,532437.26,4387167.27,1.0,0.0,0.0,0.0
180310-61-202,532454.22,4387173.78,1.0,0.0,0.0,0.0
180310-61-204,532444.26,4387154.76,1.0,0.0,0.0,0.0
18038a-60-003,532574.61,4387439.43,1.0,0.0,0.0,0.0
18074a-61-502,533191.02,4386978.92,0.0,0.0,1.0,0.0
18074a-61-503,533181.17,4386973.99,0.0,0.0,1.0,0.0
180810-51-104,533218.33,4386775.49,1.0,0.0,0.0,0.0
18261C-01-002,533471.0,4387382.0,1.0,1.0,0.0,0.0
18261C-01-003,533469.0,4387388.0,0.0,1.0,0.0,0.0
18261C-01-006,533539.0,4387361.0,1.0,1.0,0.0,0.0
18261C-01-007,533540.0,4387364.0,1.0,1.0,0.0,0.0
18261C-01-009,533507.0,4387417.0,1.0,0.0,0.0,0.0
18261C-01-016,533527.0,4387375.0,1.0,1.0,0.0,0.0
18261C-01-017,533528.0,4387381.0,1.0,0.0,0.0,0.0
18261C-01-021,533572.0,4387384.0,1.0,0.0,0.0,0.0
18261C-01-023,533556.0,4387401.0,1.0,0.0,0.0,0.0
18261C-01-025,533542.0,4387416.0,0.0,1.0,1.0,0.0
18261C-01-026,533550.0,4387424.0,1.0,1.0,0.0,0.0
18261C-01-029,533534.0,4387420.0,1.0,0.0,0.0,0.0
18261C-01-030,533516.0,4387413.0,1.0,0.0,0.0,0.0
18261C-02-018,533514.0,4387383.0,1.0,0.0,0.0,0.0
18261C-02-020,533524.0,4387381.0,1.0,1.0,0.0,0.0
18261C-03-013,533531.0,4387356.0,1.0,0.0,0.0,0.0
18261C-03-021,533557.0,4387377.0,1.0,1.0,0.0,0.0
18261C-03-022,533556.0,4387389.0,1.0,1.0,0.0,0.0
18261C-03-023,533545.0,4387393.0,1.0,0.0,0.0,0.0
18261C-03-024,533527.0,4387413.0,1.0,0.0,0.0,0.0
18261C-06-006,533512.0,4387384.0,0.0,1.0,0.0,0.0
18261C-06-007,533533.0,4387395.0,1.0,1.0,0.0,0.0
18261C-06-008,533491.0,4387363.0,1.0,1.0,0.0,0.0
18261C-07-002,533475.0,4387388.0,1.0,0.0,0.0,0.0
18261C-07-005,533531.0,4387349.0,1.0,1.0,0.0,0.0
18261C-07-006,533534.0,4387349.0,1.0,0.0,0.0,0.0
18261C-07-010,533529.0,4387360.0,1.0,0.0,0.0,0.0
18261C-07-022,533512.0,4387390.0,1.0,0.0,0.0,1.0
18261C-07-024,533493.0,4387363.0,1.0,1.0,0.0,0.0
18261C-08-006,533508.0,4387384.0,0.0,1.0,0.0,0.0
18261C-08-007,533540.0,4387386.0,1.0,0.0,0.0,0.0
18261C-08-008,533482.0,4387370.0,1.0,1.0,0.0,0.0
18261C-09-003,533510.0,4387356.0,1.0,1.0,0.0,0.0
18261C-09-004,533515.0,4387351.0,1.0,1.0,0.0,0.0
18261C-09-005,533519.0,4387350.0,1.0,1.0,0.0,0.0
18261C-09-006,533522.0,4387351.0,1.0,1.0,0.0,0.0
18261C-10-001,533506.0,4387376.0,1.0,1.0,0.0,0.0
18261C-10-003,533520.0,4387357.0,1.0,0.0,0.0,0.0
18261C-10-004,533517.0,4387364.0,1.0,0.0,1.0,0.0
18261C-10-005,533527.0,4387355.0,1.0,1.0,0.0,0.0
18261C-11-001,533500.0,4387374.0,0.0,1.0,0.0,0.0
18261C-11-002,533512.0,4387358.0,0.0,1.0,0.0,0.0
18261C-11-003,533522.0,4387355.0,1.0,1.0,0.0,0.0
18261C-11-004,533521.0,4387364.0,1.0,1.0,0.0,0.0
18261C-11-007,533511.0,4387397.0,1.0,0.0,0.0,0.0
18261C-11-009,533510.0,4387368.0,1.0,1.0,1.0,0.0
18261C-11-042,533479.0,4387380.0,1.0,0.0,0.0,0.0
18261C-11-043,533486.0,4387379.0,1.0,1.0,0.0,0.0
18261C-11-044,533496.0,4387390.0,0.0,0.8,0.0,0.0
18261e-04-101,533384.0,4387387.0,0.0,0.0,1.0,0.0
18261e-04-104,533380.0,4387385.0,1.0,0.0,0.0,0.0
18261e-06-001,533429.0,4387424.0,0.0,1.0,0.0,0.0
18261e-13-005,533378.0,4387399.0,0.0,0.0,1.0,0.0
182770-52-209,532440.86,4388064.82,1.0,0.0,0.0,0.0
182890-03-012,533077.0,4387827.0,0.0,1.0,1.0,0.0
182890-04-003,533080.0,4387854.0,1.0,0.0,0.0,0.0
182890-10-014,533046.0,4387852.0,0.0,0.0,1.0,0.0
183100-54-102,532574.35,4388049.74,0.0,0.0,1.0,0.0
183110-14-010,532557.52,4388053.88,0.0,1.0,0.0,0.0
183110-51-009,532533.95,4388085.86,0.0,1.0,0.0,0.0
183500-01-002,533091.0,4387809.0,0.0,1.0,0.0,0.0
183500-01-012,533128.0,4387814.0,1.0,0.0,0.0,0.0
183500-01-013,533111.0,4387806.0,0.0,1.0,0.0,0.0
183500-03-003,533086.0,4387817.0,0.0,1.0,0.0,0.0
183500-03-010,533117.0,4387798.0,0.0,1.0,0.0,0.0
183500-03-011,533117.0,4387798.0,0.0,1.0,0.0,0.0
183500-03-013,533115.0,4387785.0,0.0,1.0,0.0,1.0
183500-10-002,533088.0,4387809.0,0.0,1.0,0.0,0.0
183500-10-003,533093.0,4387827.0,0.0,1.0,0.0,0.0
183500-10-009,533143.0,4387837.0,1.0,0.0,0.0,0.0
183500-10-012,533112.0,4387795.0,0.0,1.0,0.0,0.0
183500-10-014,533089.0,4387771.0,0.0,1.0,0.0,0.0
183500-13-001,533082.0,4387791.0,0.0,1.0,0.0,0.0
183500-13-002,533087.0,4387795.0,0.0,1.0,0.0,0.0
183500-13-003,533089.0,4387791.0,1.0,0.0,0.0,0.0
183500-13-007,533108.0,4387781.0,0.0,1.0,0.0,0.0
183500-13-008,533119.0,4387804.0,0.0,1.0,0.0,0.0
183500-13-009,533121.0,4387787.0,0.0,1.0,0.0,0.0
183500-69-005,533131.83,4387811.39,1.0,0.0,0.0,0.0
183500-72-003,533126.28,4387785.61,0.0,1.0,0.0,0.0
183500-72-004,533133.13,4387788.09,0.0,1.0,0.0,0.0
183500-75-001,533122.29,4387794.7,0.0,1.0,0.0,0.0
183500-81-001,533106.14,4387778.2,1.0,0.0,0.0,0.0
183500-81-002,533115.78,4387772.14,1.0,1.0,0.0,0.0
183500-81-003,533112.47,4387783.89,1.0,1.0,0.0,0.0
183500-81-004,533119.41,4387786.25,0.0,1.0,0.0,1.0
18391a-63-001,532480.43,4387511.28,1.0,0.0,1.0,0.0
18452b-14-001,533138.8,4387766.58,0.0,1.0,0.0,0.0
18452b-14-003,533179.11,4387750.88,1.0,1.0,1.0,0.0
18452b-14-004,533168.92,4387745.62,0.0,1.0,0.0,0.0
18452b-14-005,533179.43,4387737.56,0.0,1.0,0.0,0.0
18452b-14-006,533187.73,4387741.71,1.0,0.0,0.0,0.0
18452b-14-007,533195.92,4387733.53,1.0,0.0,0.0,0.0
18452b-14-008,533201.9,4387740.55,1.0,1.0,0.0,0.0
18452b-14-009,533209.58,4387750.57,1.0,0.0,0.0,0.0
18452b-14-010,533208.5,4387761.11,1.0,0.0,0.0,0.0
18452b-73-003,533146.7,4387765.28,0.0,1.0,0.0,0.0
18452b-73-005,533157.87,4387742.47,0.0,1.0,0.0,0.0
18452b-73-006,533172.81,4387739.64,0.0,1.0,0.0,0.0
18452b-73-007,533172.11,4387722.77,1.0,1.0,0.0,0.0
18452b-73-008,533177.81,4387715.14,1.0,0.0,0.0,0.0
18452b-76-005,533151.76,4387745.44,1.0,0.0,0.0,0.0
18452b-76-006,533165.0,4387740.28,1.0,1.0,0.0,0.0
18452b-76-007,533170.86,4387733.42,1.0,0.0,0.0,0.0
18452b-78-002,533168.24,4387765.48,0.0,1.0,0.0,0.0
18452b-78-005,533186.4,4387733.49,1.0,1.0,1.0,0.0
18452b-84-004,533144.66,4387741.85,1.0,1.0,0.0,0.0
18452b-84-005,533167.66,4387741.29,1.0,0.0,0.0,0.0
18452b-84-007,533180.79,4387720.92,1.0,0.0,0.0,0.0
18452b-84-008,533185.55,4387709.84,1.0,0.0,0.0,0.0
19005a-72-309,533359.71,4388888.71,1.0,1.0,0.0,0.0
19005a-75-308,533405.86,4388969.27,1.0,0.0,0.0,0.0
19005a-75-311,533390.43,4388925.36,1.0,0.0,0.0,0.0
19005a-81-313,533400.33,4388937.5,1.0,0.0,0.0,0.0
19007b-05-401,533341.85,4388812.83,1.0,0.0,0.0,0.0
19007b-05-402,533335.66,4388814.03,1.0,0.0,0.0,0.0
19007b-05-403,533326.58,4388812.32,1.0,0.0,0.0,0.0
19007b-14-401,533341.12,4388822.04,1.0,0.0,1.0,0.0
19007b-14-402,533343.27,4388819.61,0.0,0.0,1.0,0.0
19007b-14-404,533323.18,4388823.29,1.0,0.0,0.0,0.0
19007b-72-401,533279.2,4388835.42,1.0,0.0,0.0,0.0
