SurveyPointId,Easting,Northing,Amphora,Coarseware,Commonware,Fineware
18452b-84-008,533185.55,4387709.84,6.6,0.0,0.0,0.0
19005a-72-309,533359.71,4388888.71,8.3,58.89999999999999,0.0,0.0
19005a-75-308,533405.86,4388969.27,56.8,0.0,0.0,0.0
19005a-75-311,533390.43,4388925.36,39.4,0.0,0.0,0.0
19005a-81-313,533400.33,4388937.5,46.6,0.0,0.0,0.0
19007b-05-401,533341.85,4388812.83,757.0,0.0,0.0,0.0
19007b-05-402,533335.66,4388814.03,460.79999999999995,0.0,0.0,0.0
19007b-05-403,533326.58,4388812.32,506.70000000000005,0.0,0.0,0.0
19007b-14-401,533341.12,4388822.04,67.6,0.0,14.1,0.0
19007b-14-402,533343.27,4388819.61,0.0,0.0,8.8,0.0
19007b-14-404,533323.18,4388823.29,38.2,0.0,0.0,0.0
19007b-72-401,533279.2,4388835.42,20.4,0.0,0.0,0.0
19007b-74-401,533344.46,4388842.7,860.0,0.0,0.0,0.0
19007b-75-404,533316.96,4388814.72,183.0,22.0,23.1,0.0
19007b-78-402,533291.52,4388844.02,9.6,0.0,0.0,0.0
190080-05-203,533293.88,4388793.09,74.6,0.0,0.0,0.0
190080-05-204,533293.24,4388802.63,341.99,0.0,0.0,0.0
190080-14-202,533271.55,4388779.79,21.1,0.0,0.0,0.0
190080-14-204,533272.02,4388789.33,184.5,14.6,0.0,6.8
190080-14-205,533278.87,4388812.34,61.6,0.0,0.0,0.0
190080-69-201,533283.84,4388774.62,520.63,0.0,0.0,0.0
190080-72-201,533325.97,4388773.25,28.200000000000003,0.0,3.1,0.0
190080-73-201,533303.22,4388775.93,118.89999999999999,0.0,0.0,0.0
190080-73-204,533303.7,4388804.01,49.8,0.0,0.0,0.0
190080-74-204,533265.86,4388806.29,25.7,0.0,0.0,0.0
190080-75-201,533316.27,4388773.88,160.9,0.0,0.0,0.0
190080-75-202,533314.8,4388778.42,63.7,4.4,0.0,0.0
190080-75-203,533313.2,4388790.07,76.8,0.0,0.0,0.0
190080-75-204,533315.82,4388800.73,473.7,0.0,0.0,0.0
190080-75-205,533317.07,4388807.51,72.99,0.0,0.0,0.0
190080-78-201,533336.28,4388769.97,91.2,0.0,0.0,0.0
190080-78-202,533335.81,4388779.18,23.3,0.0,0.0,0.0
190080-78-203,533335.94,4388789.39,30.509999999999998,0.0,0.0,0.0
190080-78-204,533336.4,4388801.6,138.48,0.0,0.0,0.0
190080-78-205,533231.6,4388811.13,173.3,0.0,0.0,0.0
190080-81-201,533345.63,4388771.01,145.5,0.0,0.0,0.0
190080-81-202,533343.87,4388780.32,176.3,0.0,0.0,0.0
190080-81-203,533345.46,4388790.43,105.9,0.0,0.0,0.0
190080-81-204,533346.27,4388802.42,25.2,0.0,0.0,0.0
190090-05-101,533320.46,4388697.87,40.2,0.0,0.0,0.0
190090-05-102,533319.73,4388708.19,18.6,0.0,0.0,4.8
190090-14-107,533342.85,4388719.05,108.9,0.0,0.0,0.0
190090-69-105,533299.35,4388698.89,110.8,0.0,0.0,0.0
190090-72-102,533287.75,4388724.59,3.3,0.0,0.0,0.0
190090-72-104,533289.4,4388700.18,42.7,0.0,0.0,0.0
190090-72-105,533319.97,4388733.05,26.8,0.0,0.0,0.0
190090-72-106,533317.61,4388723.49,44.3,0.0,0.0,0.0
190090-74-102,533309.1,4388707.14,76.7,0.0,0.0,0.0
190090-74-104,533310.21,4388727.79,42.3,0.0,0.0,0.0
190090-75-107,533339.57,4388723.03,257.2,0.0,0.0,0.0
190090-78-105,533331.95,4388700.36,244.5,0.0,0.0,0.0
190090-78-106,533333.37,4388709.8,141.3,0.0,10.0,0.0
